date, description, maxDrawdown, maxDrawdownDuration, maxProfit, maxProfitDuration, numOfLosses, positionDuration, runningPnL, totalLossPnL, totalTrades, totalWinPnL,numOfWins
3/20/2009,Breakdown,-750,28,5200,2748,0,3034,3429.4568,0,1,3429.4568,1
3/24/2009,Breakup,-250,0,9650,775,0,1498,7177.9136,0,1,7177.9136,1
3/25/2009,BreakdownCounterTrend,-100,0,9350,2969,0,4561,8628.06,0,1,8628.06,1
3/25/2009,Breakdown,-250,0,300,22,1,30,-71.8008,-71.8008,1,0,0
3/25/2009,Breakup,-2200,13370,4650,4588,1,13382,-2072.0456,-2072.0456,1,0,0
3/26/2009,Breakup,-3450,1035,1300,1438,0,1736,627.4344,0,1,627.4344,1
3/27/2009,Breakdown,-2600,1551,6900,11069,0,13471,1227.5208,0,1,1227.5208,1
3/27/2009,Breakup,-3000,521,50,6,1,523,-2872.6136,-2872.6136,1,0,0
3/30/2009,Breakdown,-2300,2046,18800,14777,0,15526,17528.2584,0,1,17528.2584,1
4/2/2009,BreakdownCounterTrend,-2700,261,0,0,1,293,-2572.4552,-2572.4552,1,0,0
4/2/2009,Breakup,-1450,922,22350,16445,0,16560,21427.2056,0,1,21427.2056,1
4/3/2009,BreakdownCounterTrend,-9100,2121,650,65,1,2121,-8923.1344,-8923.1344,1,0,0
4/3/2009,Breakup,-15550,2286,500,146,2,2542,-13646.3456,-13646.3456,2,0,0
4/6/2009,Breakdown,-4200,2499,11250,13147,0,14165,4026.1672,0,1,4026.1672,1
4/7/2009,Breakdown,-2700,1868,1200,504,1,1869,-2623.6384,-2623.6384,1,0,0
4/7/2009,Breakup,-750,741,6150,1510,0,3698,4626.1816,0,1,4626.1816,1
4/8/2009,Breakdown,-3350,1413,1100,0,1,1417,-3272.8392,-3272.8392,1,0,0
4/8/2009,Breakup,-1500,360,6050,1938,0,1967,4676.9936,0,1,4676.9936,1
4/9/2009,Breakup,-1000,605,9450,9832,0,12262,2576.3488,0,1,2576.3488,1
4/14/2009,Breakup,-4850,1920,10100,15091,0,15114,9825.3336,0,1,9825.3336,1
4/15/2009,Breakdown,-2750,10410,5050,1986,1,10414,-2624.432,-2624.432,1,0,0
4/17/2009,BreakdownCounterTrend,0,0,15450,4317,0,4561,14174.9024,0,1,14174.9024,1
4/17/2009,Breakdown,-500,5,5350,717,0,961,4075.064,0,1,4075.064,1
4/20/2009,BreakdownCounterTrend,-3050,2180,3650,333,1,2678,-375.1704,-375.1704,1,0,0
4/20/2009,Breakup,-6350,1825,1400,146,1,1829,-6125.2656,-6125.2656,1,0,0
4/21/2009,Breakup,-1450,68,4600,3516,0,4104,2325.5592,0,1,2325.5592,1
4/22/2009,Breakdown,-3300,166,13550,4495,0,4500,13176.0928,0,1,13176.0928,1
4/23/2009,Breakup,-2700,388,10800,13403,0,14737,9725.8296,0,1,9725.8296,1
4/27/2009,Breakdown,-3150,10308,1900,1325,1,10311,-3023.7952,-3023.7952,1,0,0
4/28/2009,Breakdown,0,0,9050,1421,0,2170,3826.6744,0,1,3826.6744,1
4/28/2009,Breakup,-3850,716,300,333,1,718,-3573.2488,-3573.2488,1,0,0
4/29/2009,Breakup,-4800,2298,1900,819,1,4478,-923.6032,-923.6032,1,0,0
4/30/2009,BreakdownCounterTrend,-6900,1630,350,768,1,1755,-4224.2624,-4224.2624,1,0,0
5/4/2009,Breakup,-1900,424,2600,930,0,2101,74.1296,0,1,74.1296,1
5/5/2009,BreakdownCounterTrend,-750,37,1250,446,0,463,674.1232,0,1,674.1232,1
5/5/2009,Breakdown,-3000,12207,5950,2994,1,12208,-2926.0192,-2926.0192,1,0,0
5/5/2009,Breakup,-4200,1232,3000,68,1,4112,-2675.932,-2675.932,1,0,0
5/6/2009,BreakdownCounterTrend,-6850,331,0,0,1,334,-6776.1768,-6776.1768,1,0,0
5/6/2009,Breakdown,-6850,331,0,0,1,334,-6776.1768,-6776.1768,1,0,0
5/6/2009,Breakup,-7450,3787,15450,16344,0,16346,15323.564,0,1,15323.564,1
5/7/2009,Breakdown,-1600,57,8900,2479,0,11494,122.9976,0,1,122.9976,1
5/7/2009,Breakup,-2450,541,2850,80,1,565,-1577.2312,-1577.2312,1,0,0
5/8/2009,Breakup,-1650,313,16450,10452,0,12157,5622.7464,0,1,5622.7464,1
5/11/2009,BreakdownCounterTrend,-800,357,19900,2730,0,3082,17772.5504,0,1,17772.5504,1
5/12/2009,BreakdownCounterTrend,-5300,549,8300,3156,1,11499,-4577.1816,-4577.1816,1,0,0
5/12/2009,Breakup,-4750,892,2000,105,1,893,-4677.2568,-4677.2568,1,0,0
5/13/2009,Breakdown,-600,0,0,0,1,1,-677.0312,-677.0312,1,0,0
5/13/2009,Breakup,-7000,2262,5550,235,1,2265,-6827.376,-6827.376,1,0,0
5/14/2009,Breakdown,-8850,13264,4400,4427,2,15683,-6702.3912,-6702.3912,2,0,0
5/15/2009,Breakdown,-4300,2822,8250,3453,2,6702,-1053.5312,-1053.5312,2,0,0
5/15/2009,Breakup,-4150,444,200,32,1,446,-4076.836,-4076.836,1,0,0
5/18/2009,Breakup,-1850,678,26600,14888,0,15367,25123.3096,0,1,25123.3096,1
5/21/2009,BreakdownCounterTrend,-2500,116,3450,150,1,602,-1854.9024,-2277.4728,2,422.5704,1
5/25/2009,BreakdownCounterTrend,-3050,429,3100,1141,1,1669,-727.408,-727.408,1,0,0
5/25/2009,Breakup,-3500,1576,3550,112,1,1577,-3027.4432,-3027.4432,1,0,0
5/26/2009,Breakdown,-2000,2193,7300,11200,0,14313,3972.736,0,1,3972.736,1
5/27/2009,Breakup,-2150,878,10200,2842,0,3634,5071.4976,0,1,5071.4976,1
5/29/2009,Breakup,-1700,212,9450,1880,0,4381,4821.132,0,1,4821.132,1
6/1/2009,Breakup,-100,0,10950,3455,0,4561,8870.0896,0,1,8870.0896,1
6/2/2009,BreakdownCounterTrend,-4950,2352,21900,13403,0,14095,19670.4176,0,1,19670.4176,1
6/2/2009,Breakdown,-2500,334,2600,762,0,1454,370.7264,0,1,370.7264,1
6/3/2009,BreakdownCounterTrend,-400,0,8550,165,0,422,5820.172,0,1,5820.172,1
6/3/2009,Breakup,-4550,3195,7150,622,1,3196,-4479.9944,-4479.9944,1,0,0
6/4/2009,Breakdown,-7150,11452,6450,1916,1,11453,-6979.2024,-6979.2024,1,0,0
6/4/2009,Breakup,-3300,244,2400,413,0,550,420.5336,0,1,420.5336,1
6/5/2009,Breakdown,-3950,9550,4400,569,1,9551,-3879.5336,-3879.5336,1,0,0
6/5/2009,Breakup,-2800,1046,2950,1594,1,1992,-579.6568,-579.6568,1,0,0
6/8/2009,Breakdown,-2900,637,3400,1342,0,1494,570.8048,0,1,570.8048,1
6/8/2009,Breakup,-14800,9862,700,5,1,9862,-14629.4608,-14629.4608,1,0,0
6/10/2009,Breakdown,-5250,2287,550,124,1,2293,-5129.2192,-5129.2192,1,0,0
6/10/2009,Breakup,-1650,741,1100,425,1,774,-1429.9552,-1429.9552,1,0,0
6/11/2009,BreakdownCounterTrend,-7200,739,3300,1939,1,4331,-4429.8464,-4429.8464,1,0,0
6/11/2009,Breakdown,-7300,779,900,25,1,2417,-6829.808,-6829.808,1,0,0
6/11/2009,Breakup,-10100,11098,1050,3001,1,11099,-9779.9384,-9779.9384,1,0,0
6/12/2009,Breakdown,-6600,2428,12000,11921,0,13124,3069.8928,0,1,3069.8928,1
6/15/2009,Breakdown,-2450,11939,12550,14978,0,15000,12020.3752,0,1,12020.3752,1
6/16/2009,Breakdown,-1000,19,16850,3595,0,12888,10621.2104,0,1,10621.2104,1
6/16/2009,Breakup,-1750,44,9450,1314,0,3214,5371.2288,0,1,5371.2288,1
6/17/2009,BreakdownCounterTrend,-2950,480,2950,790,0,916,2171.1264,0,1,2171.1264,1
6/17/2009,Breakdown,-5650,1200,200,1,1,1223,-5528.504,-5528.504,1,0,0
6/17/2009,Breakup,-900,0,8850,1024,0,3598,2521.1288,0,1,2521.1288,1
6/18/2009,Breakdown,-2200,300,10650,2389,0,13168,421.4792,0,1,421.4792,1
6/19/2009,BreakdownCounterTrend,-650,2035,4250,874,0,2330,121.3592,0,1,121.3592,1
6/19/2009,Breakdown,-2000,2491,4550,1345,1,3880,-1928.52,-1928.52,1,0,0
6/19/2009,Breakup,-2150,114,3100,1996,1,2186,-1378.644,-1378.644,1,0,0
6/22/2009,Breakdown,-1700,139,7950,3688,0,4174,6970.984,0,1,6970.984,1
6/23/2009,Breakup,-3200,1810,10100,11086,0,15476,3722.0104,0,1,3722.0104,1
6/24/2009,Breakup,-1750,936,13150,14252,0,15645,8721.668,0,1,8721.668,1
6/25/2009,BreakdownCounterTrend,-4550,758,2650,37,1,844,-3179.14,-3179.14,1,0,0
6/26/2009,Breakup,-1400,936,15250,16407,0,16486,14920.3064,0,1,14920.3064,1
6/29/2009,Breakdown,-4450,3137,3000,675,1,3138,-3979.6376,-3979.6376,1,0,0
6/29/2009,Breakup,-400,5,0,0,1,9,-429.7568,-429.7568,1,0,0
6/30/2009,Breakdown,-400,103,16500,15960,0,16224,14520.1864,0,1,14520.1864,1
7/2/2009,Breakdown,-1350,1127,30650,16427,0,17068,26620.6296,0,1,26620.6296,1
7/3/2009,Breakup,-2200,261,2300,2013,1,2475,-1179.0216,-1179.0216,1,0,0
7/6/2009,Breakup,-4850,10526,6750,1624,1,10528,-4728.8976,-4728.8976,1,0,0
7/7/2009,BreakdownCounterTrend,-3650,2067,13000,13303,0,13774,11621.3256,0,1,11621.3256,1
7/7/2009,Breakdown,-2050,632,5150,1468,0,1939,3771.4512,0,1,3771.4512,1
7/7/2009,Breakup,-3250,771,850,569,1,774,-3128.9152,-3128.9152,1,0,0
7/9/2009,BreakdownCounterTrend,-5750,1049,1050,147,3,1108,-5334.9656,-5334.9656,3,0,0
7/9/2009,Breakup,-4700,2884,6300,2569,4,3474,-541.6672,-1613.2176,5,1071.5504,1
7/10/2009,Breakdown,-850,115,4350,659,0,1458,2171.7488,0,1,2171.7488,1
7/13/2009,BreakdownCounterTrend,-100,0,7850,2456,0,3970,2822.3704,0,1,2822.3704,1
7/13/2009,Breakdown,-4200,1656,900,177,1,1691,-4127.5184,-4127.5184,1,0,0
7/15/2009,Breakup,-450,11795,8700,15620,0,15648,7920.8952,0,1,7920.8952,1
7/16/2009,Breakdown,-3750,1020,2700,51,1,1021,-3679.548,-3679.548,1,0,0
7/17/2009,Breakup,-2900,11803,12100,16273,0,16296,11270.0576,0,1,11270.0576,1
7/20/2009,BreakdownCounterTrend,-5100,9916,1850,1854,1,9918,-5030.888,-5030.888,1,0,0
7/20/2009,Breakup,-1300,13,15600,5230,0,7271,9938.1328,0,2,9938.1328,2
7/21/2009,Breakup,-7100,503,300,60,1,504,-7031.1344,-7031.1344,1,0,0
7/22/2009,Breakdown,-150,0,12000,2113,0,2889,11268.944,0,1,11268.944,1
7/22/2009,Breakup,-5700,1549,1900,173,1,1550,-5631.3184,-5631.3184,1,0,0
7/23/2009,BreakdownCounterTrend,-5200,1554,6000,1018,1,1556,-5131.5744,-5131.5744,1,0,0
7/23/2009,Breakup,-600,2262,11550,6751,0,16400,5886.8616,0,2,5886.8616,2
7/24/2009,Breakdown,-3850,910,3750,403,1,913,-3731.792,-3731.792,1,0,0
7/24/2009,Breakup,-5600,1904,2700,1955,2,2679,-3863.7904,-3863.7904,2,0,0
7/27/2009,BreakdownCounterTrend,-2200,119,5250,2079,0,2620,1067.624,0,1,1067.624,1
7/27/2009,Breakdown,-3750,515,500,9,1,550,-3682.3,-3682.3,1,0,0
7/28/2009,Breakup,-5500,9969,19450,5901,1,13872,11684.6808,-3782.5032,2,15467.184,1
7/29/2009,Breakup,-1350,66,3100,523,0,724,1717.7944,0,1,1717.7944,1
7/30/2009,Breakdown,-8100,14081,11450,2136,1,16875,-232.256,-232.256,1,0,0
7/31/2009,Breakup,-6300,1714,2050,125,1,1715,-5932.9744,-5932.9744,1,0,0
8/3/2009,BreakdownCounterTrend,-2550,9800,2500,1959,1,9815,-2383.1224,-2383.1224,1,0,0
8/3/2009,Breakdown,-3450,2740,6650,600,1,2741,-3383.1224,-3383.1224,1,0,0
8/4/2009,Breakdown,-5250,12654,8800,1728,2,12899,-3116.5064,-3116.5064,2,0,0
8/5/2009,Breakdown,-250,50,14400,1973,0,4501,12067.0976,0,1,12067.0976,1
8/6/2009,Breakup,-2950,264,5800,1200,0,1503,3566.8048,0,1,3566.8048,1
8/7/2009,Breakdown,-6000,9832,2700,231,1,9833,-5382.8216,-5382.8216,1,0,0
8/7/2009,Breakup,-6100,307,0,0,1,309,-5832.8384,-5832.8384,1,0,0
8/10/2009,Breakdown,-6750,1305,750,0,1,1309,-6383.1816,-6383.1816,1,0,0
8/10/2009,Breakup,-2100,199,650,65,1,460,-783.5496,-783.5496,1,0,0
8/11/2009,BreakdownCounterTrend,-3500,2038,2250,191,1,2042,-3233.4864,-3233.4864,1,0,0
8/11/2009,Breakup,-3250,797,3350,66,1,800,-3133.4736,-3133.4736,1,0,0
8/12/2009,Breakdown,-5100,3525,5200,1533,2,3981,-1915.3576,-1915.3576,2,0,0
8/13/2009,Breakdown,-3050,500,0,0,1,528,-2783.212,-2783.212,1,0,0
8/13/2009,Breakup,-3400,200,150,61,1,201,-3183.3656,-3183.3656,1,0,0
8/14/2009,Breakdown,-6350,2643,900,20,1,2644,-6283.0408,-6283.0408,1,0,0
8/14/2009,Breakup,-300,1,1350,87,0,221,1116.812,0,1,1116.812,1
8/17/2009,Breakdown,-2400,1568,3000,783,0,2401,1067.8768,0,1,1067.8768,1
8/18/2009,Breakdown,-4050,1053,850,5,1,1054,-3981.9128,-3981.9128,1,0,0
8/18/2009,Breakup,-4000,1182,2250,202,1,1185,-3932.4912,-3932.4912,1,0,0
8/20/2009,Breakdown,-1950,306,200,56,1,557,-682.5688,-682.5688,1,0,0
8/20/2009,Breakup,-1450,983,9400,9387,0,13326,2467.4768,0,1,2467.4768,1
8/24/2009,Breakdown,-900,207,7300,1578,1,4234,-232.9088,-232.9088,1,0,0
8/24/2009,Breakup,-5700,562,0,0,1,563,-5382.9816,-5382.9816,1,0,0
8/25/2009,BreakdownCounterTrend,-3650,558,1050,69,1,558,-3482.492,-3482.492,1,0,0
8/27/2009,BreakdownCounterTrend,-750,24,1000,252,0,255,717.636,0,1,717.636,1
8/27/2009,Breakdown,-3400,10782,3500,1266,1,10783,-3332.3824,-3332.3824,1,0,0
8/28/2009,Breakdown,-100,0,4600,1155,0,1498,1968.0832,0,1,1968.0832,1
8/31/2009,Breakdown,-7350,3180,2350,1476,2,4085,-6562.536,-6562.536,2,0,0
8/31/2009,Breakup,-5300,9260,1650,96,1,9261,-5181.2872,-5181.2872,1,0,0
9/1/2009,Breakup,-2850,1959,2400,221,1,2698,-181.6328,-181.6328,1,0,0
9/2/2009,BreakdownCounterTrend,-4400,10350,2200,665,1,10352,-4231.1328,-4231.1328,1,0,0
9/2/2009,Breakup,-3650,2377,850,10,1,2381,-3481.1096,-3481.1096,1,0,0
9/3/2009,Breakup,-600,2159,7150,13508,0,15758,4818.604,0,1,4818.604,1
9/7/2009,BreakdownCounterTrend,-1650,2279,2050,264,1,2281,-1582.7704,-1582.7704,1,0,0
9/7/2009,Breakdown,-3550,234,100,2,1,236,-3482.74,-3482.74,1,0,0
9/7/2009,Breakup,-7000,12167,1650,1249,2,12509,-6415.7368,-6415.7368,2,0,0
9/8/2009,BreakdownCounterTrend,-1400,462,1150,111,1,463,-1483.628,-1483.628,1,0,0
9/8/2009,Breakup,-1700,105,15900,2624,0,4500,12166.5504,0,1,12166.5504,1
9/9/2009,Breakdown,-4900,11636,4050,2456,2,11640,-4316.7272,-4316.7272,2,0,0
9/10/2009,BreakdownCounterTrend,-3550,681,12450,1299,1,1894,7982.2216,-2983.9976,2,10966.2192,1
9/10/2009,Breakup,-950,698,8100,9667,0,12882,2916.1016,0,1,2916.1016,1
9/11/2009,BreakdownCounterTrend,-400,0,6150,940,0,3139,2616.2328,0,1,2616.2328,1
9/11/2009,Breakup,-3200,13908,5600,12670,1,13909,-3133.8416,-3133.8416,1,0,0
9/14/2009,Breakup,-5450,11108,2700,878,1,11112,-5133.4912,-5133.4912,1,0,0
9/16/2009,Breakup,-800,45,7100,1798,0,2556,4565.896,0,1,4565.896,1
9/17/2009,Breakup,-3850,4062,5300,2918,1,4500,-2284.9368,-2284.9368,1,0,0
9/18/2009,Breakdown,-700,605,5600,1034,0,3458,665.3824,0,1,665.3824,1
9/18/2009,BreakdownCounterTrend,-2450,973,800,192,1,978,-2334.7312,-2334.7312,1,0,0
9/18/2009,Breakup,-250,5,4450,1006,0,3929,165.3072,0,1,165.3072,1
9/21/2009,BreakdownCounterTrend,-1700,1017,8550,13933,0,14026,7815.4136,0,1,7815.4136,1
9/21/2009,Breakdown,-2100,548,3100,2531,0,2624,2365.5008,0,1,2365.5008,1
9/22/2009,Breakdown,-3650,939,900,229,1,3078,-3084.4984,-3084.4984,1,0,0
9/24/2009,Breakdown,-5650,10384,5000,1849,1,10385,-5583.748,-5583.748,1,0,0
9/25/2009,Breakup,-1800,1153,2750,472,1,3053,-133.6192,-133.6192,1,0,0
9/28/2009,Breakdown,-2600,1616,6300,773,1,2317,584.0392,-2083.0456,2,2667.0848,1
9/29/2009,BreakdownCounterTrend,-8450,3654,1100,196,2,11065,-6567.2336,-6567.2336,2,0,0
9/29/2009,Breakup,-8650,5060,2900,265,3,5535,-7550.8792,-7550.8792,3,0,0
9/30/2009,Breakdown,-800,58,10050,14802,0,15785,4316.5432,0,1,4316.5432,1
10/2/2009,BreakdownCounterTrend,-1050,429,3700,2080,0,2316,2017.468,0,1,2017.468,1
10/2/2009,Breakdown,-3050,1162,0,0,1,1318,-2632.5616,-2632.5616,1,0,0
10/5/2009,Breakdown,-3100,9714,2300,1034,1,9715,-3032.5472,-3032.5472,1,0,0
10/6/2009,BreakdownCounterTrend,-1300,13096,3150,647,1,13098,-1232.9136,-1232.9136,1,0,0
10/6/2009,Breakup,-850,1685,10000,1065,1,2596,7734.0208,-632.9056,2,8366.9264,1
10/7/2009,BreakdownCounterTrend,-6000,4072,1750,746,2,12496,-4217.7832,-4217.7832,2,0,0
10/7/2009,Breakup,-550,5,8000,1907,0,3001,2966.0192,0,1,2966.0192,1
10/9/2009,Breakdown,-12150,12562,2450,48,2,12568,-11418.8616,-11418.8616,2,0,0
10/9/2009,Breakup,-2550,587,1000,61,1,960,-2484.4616,-2484.4616,1,0,0
10/12/2009,Breakdown,-250,15,8500,3492,0,3954,6265.7728,0,1,6265.7728,1
10/13/2009,Breakdown,-750,80,2400,264,0,465,1065.4752,0,1,1065.4752,1
10/13/2009,BreakdownCounterTrend,-3750,1764,3950,2181,1,2553,780.8264,-1834.624,2,2615.4504,1
10/13/2009,Breakup,-700,184,6200,4880,0,14208,65.4096,0,1,65.4096,1
10/14/2009,Breakup,-3100,10852,6450,3087,1,14137,-219.788,-2134.8464,2,1915.0584,1
10/15/2009,Breakdown,-2350,666,750,4,1,844,-1935.3552,-1935.3552,1,0,0
10/16/2009,Breakdown,-1150,14650,7750,11973,0,16222,414.7144,0,1,414.7144,1
10/19/2009,Breakup,-200,1,5950,2058,0,2780,3214.476,0,1,3214.476,1
10/20/2009,Breakup,-2300,2533,3250,4094,0,4496,464.1648,0,1,464.1648,1
10/21/2009,BreakdownCounterTrend,-1200,243,2450,467,1,723,-185.748,-185.748,1,0,0
10/22/2009,Breakdown,-2450,1170,2300,44,1,1173,-2385.2872,-2385.2872,1,0,0
10/22/2009,Breakup,-3450,914,1050,9207,1,9364,-2535.3184,-2535.3184,1,0,0
10/23/2009,BreakdownCounterTrend,-6600,2980,1150,828,1,2985,-6536.1008,-6536.1008,1,0,0
10/23/2009,Breakup,-5450,13432,1900,284,1,13432,-5036.0752,-5036.0752,1,0,0
10/27/2009,BreakdownCounterTrend,-300,0,1400,44,1,267,-85.5016,-85.5016,1,0,0
10/27/2009,Breakup,-3600,14297,1600,1071,1,14298,-3535.552,-3535.552,1,0,0
10/30/2009,Breakdown,-1100,64,50,136,1,147,-234.7008,-234.7008,1,0,0
10/30/2009,Breakup,-4900,12218,1050,2283,1,12219,-4834.9056,-4834.9056,1,0,0
11/2/2009,Breakup,-1550,2190,6050,4477,0,4500,5765.616,0,1,5765.616,1
11/3/2009,Breakdown,-3450,395,12300,14541,0,15860,10665.9056,0,1,10665.9056,1
11/4/2009,Breakdown,-3750,901,650,120,1,903,-3384.4456,-3384.4456,1,0,0
11/4/2009,Breakup,-2450,179,0,0,1,323,-1284.6568,-1284.6568,1,0,0
11/5/2009,BreakdownCounterTrend,-6450,927,50,3,2,1161,-4818.364,-4818.364,2,0,0
11/5/2009,Breakup,-2900,925,2350,2096,1,3075,-2384.2056,-2384.2056,1,0,0
11/9/2009,Breakdown,-5050,393,0,0,1,394,-4985.2312,-4985.2312,1,0,0
11/9/2009,Breakup,-2450,1312,4600,3733,0,4139,2864.6464,0,1,2864.6464,1
11/10/2009,Breakdown,-400,137,9300,2505,0,3631,7764.36,0,1,7764.36,1
11/11/2009,Breakup,-1150,301,5050,4440,0,4441,4914.0056,0,1,4914.0056,1
11/16/2009,Breakup,-4100,380,4700,1385,1,2828,-1623.2488,-3836.576,2,2213.3272,1
11/17/2009,Breakdown,-3650,1923,1300,268,1,1928,-3486.4904,-3486.4904,1,0,0
11/19/2009,Breakdown,-2400,330,2850,1118,1,13336,-1736.3792,-1736.3792,1,0,0
11/20/2009,Breakdown,-1350,112,3650,627,0,1429,1364.1376,0,1,1364.1376,1
11/20/2009,Breakup,-4350,1670,3150,339,1,1671,-4285.9912,-4285.9912,1,0,0
11/23/2009,Breakdown,-1800,2021,950,52,1,2032,-1686.068,-1686.068,1,0,0
11/24/2009,Breakdown,-350,0,16550,8,0,4501,8264.032,0,1,8264.032,1
11/25/2009,Breakup,-1600,1076,2800,390,1,1350,-336.1984,-336.1984,1,0,0
11/26/2009,Breakdown,-2850,2220,3200,548,1,2233,-2935.4912,-2935.4912,1,0,0
11/27/2009,BreakdownCounterTrend,-300,11,32550,14907,0,15089,29815.9048,0,1,29815.9048,1
11/27/2009,Breakdown,-4800,635,7850,2310,0,2492,5116.3,0,1,5116.3,1
11/30/2009,Breakup,-1250,953,5450,15250,0,16820,65.0736,0,1,65.0736,1
12/1/2009,Breakdown,-3550,2739,4400,713,1,2747,-3285.0264,-3285.0264,1,0,0
12/1/2009,Breakup,-1000,281,11900,13205,0,14613,9114.7784,0,1,9114.7784,1
12/2/2009,BreakdownCounterTrend,-5250,1255,2550,807,1,1995,-3171.5744,-4235.8224,2,1064.248,1
12/2/2009,Breakup,-7150,12086,3050,663,2,12090,-6971.632,-6971.632,2,0,0
12/4/2009,BreakdownCounterTrend,-1650,247,300,19,1,248,-1785.9912,-1785.9912,1,0,0
12/4/2009,Breakup,-1850,680,3600,1823,1,3340,-1135.9856,-1135.9856,1,0,0
12/9/2009,Breakdown,-900,189,11200,2535,0,4495,5165.1136,0,1,5165.1136,1
12/10/2009,Breakdown,-2900,13377,11800,3495,0,15965,7615.2888,0,1,7615.2888,1
12/14/2009,BreakdownCounterTrend,-1500,964,2850,206,1,974,-1585.4136,-1585.4136,1,0,0
12/15/2009,BreakdownCounterTrend,-1900,13,3950,1111,0,4495,2265.0656,0,1,2265.0656,1
12/15/2009,Breakdown,-2150,333,500,11,1,854,-1084.8808,-1084.8808,1,0,0
12/16/2009,Breakdown,-2750,1255,3700,2221,0,3588,565.4928,0,1,565.4928,1
12/17/2009,Breakdown,-50,0,6350,1957,0,2376,2765.936,0,1,2765.936,1
12/18/2009,Breakup,-3750,723,100,7,1,1018,-2583.908,-2583.908,1,0,0
12/21/2009,Breakdown,-2800,234,7100,2485,1,2868,4132.6704,-1933.7312,2,6066.4016,1
12/21/2009,BreakdownCounterTrend,-650,11020,2400,10198,1,11026,-433.7552,-433.7552,1,0,0
12/22/2009,BreakdownCounterTrend,-1900,237,3750,482,0,2846,216.2584,0,1,216.2584,1
12/28/2009,BreakdownCounterTrend,-600,11304,12250,13825,0,15384,10415.4168,0,1,10415.4168,1
12/28/2009,Breakdown,-1050,67,10350,2003,0,3562,8515.4472,0,1,8515.4472,1
12/30/2009,Breakup,-800,61,7950,556,0,1323,3965.5552,0,1,3965.5552,1
1/5/2010,Breakdown,-2250,944,2000,307,1,945,-2185.5512,-2185.5512,1,0,0
1/5/2010,BreakdownCounterTrend,-2300,1003,1950,366,1,1004,-2235.5504,-2235.5504,1,0,0
1/5/2010,Breakup,-3350,10570,6400,4604,1,13981,28.8496,-1935.5392,2,1964.3888,1
1/6/2010,BreakdownCounterTrend,-2200,3468,3850,1083,0,4012,264.0816,0,1,264.0816,1
1/6/2010,Breakup,-1900,10675,3000,1247,1,10968,-1785.956,-1785.956,1,0,0
1/7/2010,Breakdown,-3950,947,0,0,1,955,-3835.5936,-3835.5936,1,0,0
1/7/2010,Breakup,-3450,1723,400,20,1,1763,-3235.9168,-3235.9168,1,0,0
1/8/2010,Breakdown,-8100,10050,1800,1200,1,10053,-7885.7704,-7885.7704,1,0,0
1/8/2010,Breakup,-7000,6494,5700,1938,2,7524,-6171.5824,-6171.5824,2,0,0
1/11/2010,BreakdownCounterTrend,-1050,447,6250,4320,0,4501,4564.0192,0,1,4564.0192,1
1/11/2010,Breakdown,-1650,154,4000,2487,0,2668,2314.0552,0,1,2314.0552,1
1/12/2010,BreakdownCounterTrend,-1100,51,6400,1565,0,2045,4264.168,0,1,4264.168,1
1/12/2010,Breakup,-150,110,4900,2170,0,2458,1014.1096,0,1,1014.1096,1
1/13/2010,Breakdown,-6200,2161,6650,3751,1,5166,1030.2944,-2684.9176,2,3715.212,1
1/14/2010,Breakdown,-800,75,7350,1823,0,1899,6715.116,0,1,6715.116,1
1/14/2010,Breakup,-5550,1745,900,13,1,1785,-5235.08,-5235.08,1,0,0
1/15/2010,BreakdownCounterTrend,-2150,10099,6650,9487,1,13334,2080.6776,-1484.7192,2,3565.3968,1
1/15/2010,Breakdown,-3050,1654,0,0,1,1658,-2934.6976,-2934.6976,1,0,0
1/18/2010,BreakdownCounterTrend,-600,687,2950,1776,0,1779,2565.6224,0,1,2565.6224,1
1/18/2010,Breakup,-1700,10770,5450,9840,1,12225,-1434.4368,-1434.4368,1,0,0
1/19/2010,Breakup,-150,0,11100,2922,0,3522,9765.6016,0,1,9765.6016,1
1/20/2010,Breakdown,-2850,726,11200,12691,0,13621,7015.9304,0,1,7015.9304,1
1/22/2010,Breakup,-3500,245,3500,922,0,1582,617.092,0,1,617.092,1
1/26/2010,Breakdown,-3150,2204,6200,3336,0,4381,1817.8056,0,1,1817.8056,1
1/28/2010,Breakdown,-1850,1443,800,10,1,2489,-1382.4664,-1382.4664,1,0,0
2/1/2010,Breakup,-2800,148,3050,679,1,3010,-532.2048,-532.2048,1,0,0
2/2/2010,Breakdown,-1300,202,12000,11005,0,13286,8317.5288,0,1,8317.5288,1
2/3/2010,Breakup,-600,91,3200,1648,0,1699,2616.8664,0,1,2616.8664,1
2/4/2010,BreakdownCounterTrend,-800,61,8000,13398,0,14188,4767.352,0,1,4767.352,1
2/4/2010,Breakdown,-1800,640,3500,1508,1,2382,-15.0408,-382.5656,2,367.5248,1
2/5/2010,BreakdownCounterTrend,-2950,3031,1550,416,1,3039,-2831.5248,-2831.5248,1,0,0
2/5/2010,Breakup,-3250,9616,2000,449,1,9617,-2981.5192,-2981.5192,1,0,0
2/8/2010,BreakdownCounterTrend,-1100,102,8800,1825,0,4486,268.7152,0,1,268.7152,1
2/8/2010,Breakup,-1400,10949,3050,2837,1,10954,-1281.3032,-1281.3032,1,0,0
2/9/2010,Breakup,-200,0,3600,761,0,1502,1218.364,0,1,1218.364,1
