date, description, maxDrawdown, maxDrawdownDuration, maxProfit, maxProfitDuration, numOfLosses, positionDuration, runningPnL, totalLossPnL, totalTrades, totalWinPnL,numOfWins
2/21/2005,BreakdownCounterTrend,-150,99,150,23,1,264,-322.5536,-322.5536,1,0,0
2/21/2005,Breakup,-1100,1938,500,127,1,2179,-1022.5632,-1022.5632,1,0,0
2/22/2005,Breakdown,-1650,6099,1250,14225,1,15246,-922.5168,-922.5168,1,0,0
2/22/2005,Breakup,-900,1421,2050,264,1,1429,-772.5272,-772.5272,1,0,0
2/23/2005,Breakup,-1300,2328,250,130,1,3471,-922.2752,-922.2752,1,0,0
2/24/2005,Breakup,-800,238,0,0,1,593,-572.4584,-572.4584,1,0,0
2/28/2005,Breakdown,-150,5,4550,1003,0,1164,3227.4088,0,1,3227.4088,1
3/1/2005,Breakup,-1250,1480,800,438,1,1509,-1172.3528,-1172.3528,1,0,0
3/2/2005,Breakdown,-400,9,1700,163,0,224,928.0376,0,1,928.0376,1
3/3/2005,Breakup,-1500,2281,2050,13947,0,15233,927.9448,0,1,927.9448,1
3/4/2005,Breakdown,-300,17,8850,3422,0,3546,7678.1264,0,1,7678.1264,1
3/7/2005,Breakdown,-2700,1598,1900,934,1,2318,-1193.7832,-1821.9136,2,628.1304,1
3/8/2005,BreakdownCounterTrend,-350,24,750,726,1,1694,-522.032,-522.032,1,0,0
3/8/2005,Breakup,-200,15,5650,13573,0,14275,3628.0344,0,1,3628.0344,1
3/10/2005,BreakdownCounterTrend,-2550,9712,550,9163,1,9723,-2321.8784,-2321.8784,1,0,0
3/10/2005,Breakup,-1800,2084,5100,2434,1,6016,1956.1744,-1221.8672,2,3178.0416,1
3/11/2005,Breakup,-1300,2985,1600,11008,0,15162,927.9912,0,1,927.9912,1
3/14/2005,Breakup,-250,8,3600,2104,0,17616,2577.9296,0,1,2577.9296,1
3/15/2005,Breakdown,-1800,10026,600,1237,1,10036,-1721.8896,-1721.8896,1,0,0
3/16/2005,BreakdownCounterTrend,-700,112,0,0,1,269,-672.0152,-672.0152,1,0,0
3/16/2005,Breakup,-1050,1037,0,0,1,1297,-672.0296,-672.0296,1,0,0
3/17/2005,Breakup,-200,103,4400,2746,0,14885,3177.9616,0,1,3177.9616,1
3/18/2005,BreakdownCounterTrend,-550,701,2350,1974,0,2670,1577.9344,0,1,1577.9344,1
3/21/2005,BreakdownCounterTrend,-1750,3119,450,736,1,3298,-1222.1136,-1222.1136,1,0,0
3/21/2005,Breakdown,-2500,5486,1200,827,2,5975,-1244.2464,-1244.2464,2,0,0
3/23/2005,Breakdown,-500,20,2500,1384,0,4120,778.3008,0,1,778.3008,1
3/24/2005,Breakdown,-200,0,1150,363,0,2363,428.2984,0,1,428.2984,1
3/24/2005,Breakup,-2600,2545,200,249,2,11155,-1793.38,-1793.38,2,0,0
3/29/2005,Breakup,-1200,1748,400,551,1,1774,-971.46,-971.46,1,0,0
3/30/2005,Breakup,-1350,11058,700,1766,1,11161,-1071.444,-1071.444,1,0,0
3/31/2005,BreakdownCounterTrend,-200,5,1450,947,0,3435,278.3984,0,1,278.3984,1
3/31/2005,Breakdown,-1400,777,0,0,1,1637,-1021.5808,-1021.5808,1,0,0
4/1/2005,BreakdownCounterTrend,-2100,12674,1250,1078,1,12734,-2021.4688,-2021.4688,1,0,0
4/1/2005,Breakdown,-2100,12674,1250,1078,1,12734,-2021.4688,-2021.4688,1,0,0
4/4/2005,BreakdownCounterTrend,-1250,1719,100,901,1,1721,-1171.5496,-1171.5496,1,0,0
4/4/2005,Breakup,-50,0,3150,3820,0,15658,1428.4856,0,1,1428.4856,1
4/6/2005,BreakdownCounterTrend,-800,1244,850,165,1,1843,-271.7288,-271.7288,1,0,0
4/7/2005,BreakdownCounterTrend,-2350,1488,50,13,1,1493,-2271.7048,-2271.7048,1,0,0
4/7/2005,Breakup,-200,1,200,56,1,90,-171.7352,-171.7352,1,0,0
4/8/2005,Breakdown,-1250,4620,700,713,1,12146,-821.8848,-821.8848,1,0,0
4/11/2005,BreakdownCounterTrend,-1550,3468,350,1943,1,3890,-1021.7872,-1021.7872,1,0,0
4/11/2005,Breakdown,-1550,1621,350,96,1,2043,-1021.7872,-1021.7872,1,0,0
4/12/2005,Breakdown,-400,21,1600,501,0,2973,278.2032,0,1,278.2032,1
4/13/2005,BreakdownCounterTrend,-1000,522,150,222,1,610,-772.0168,-772.0168,1,0,0
4/14/2005,Breakup,-1000,1485,1000,497,1,2374,-72.0424,-72.0424,1,0,0
4/15/2005,Breakdown,-550,14044,1650,12301,1,14052,-471.7448,-471.7448,1,0,0
4/15/2005,BreakdownCounterTrend,-1550,2237,650,494,1,2245,-1471.7288,-1471.7288,1,0,0
4/15/2005,Breakup,-1600,609,0,0,1,610,-1421.8016,-1421.8016,1,0,0
4/18/2005,Breakdown,-1050,1995,1700,3531,0,4498,1078.6832,0,1,1078.6832,1
4/19/2005,BreakdownCounterTrend,-850,499,400,1408,1,3726,-621.5344,-621.5344,1,0,0
4/19/2005,Breakup,-300,54,1150,450,0,11146,278.4768,0,1,278.4768,1
4/20/2005,Breakdown,-750,4108,1600,12810,0,16490,878.4112,0,1,878.4112,1
4/21/2005,Breakup,0,0,9900,4524,0,4559,7728.3528,0,1,7728.3528,1
4/22/2005,Breakdown,-1300,1413,550,36,1,2053,-1021.9056,-1021.9056,1,0,0
4/25/2005,BreakdownCounterTrend,-200,0,400,511,0,533,227.9752,0,1,227.9752,1
4/25/2005,Breakdown,-1200,1737,600,622,1,1860,-822.0048,-822.0048,1,0,0
4/25/2005,Breakup,-1850,4538,0,0,1,4560,-1922.0448,-1922.0448,1,0,0
4/26/2005,Breakdown,-650,30,250,126,1,362,-472.204,-472.204,1,0,0
4/27/2005,Breakdown,-550,705,500,72,1,1473,-322.1248,-322.1248,1,0,0
4/29/2005,Breakdown,-800,12122,2300,2320,1,12135,-621.968,-621.968,1,0,0
5/3/2005,Breakdown,-150,2,2450,909,0,2820,777.9504,0,1,777.9504,1
5/4/2005,BreakdownCounterTrend,-1200,530,50,3,1,535,-1122.1552,-1122.1552,1,0,0
5/4/2005,Breakup,-700,88,1200,1302,1,3279,-122.176,-122.176,1,0,0
5/6/2005,Breakdown,-1050,1411,550,28,1,1437,-972.3224,-972.3224,1,0,0
5/6/2005,Breakup,-2350,11174,250,120,1,11207,-2022.4032,-2022.4032,1,0,0
5/10/2005,Breakdown,-200,4,5350,14939,0,16936,2877.5776,0,1,2877.5776,1
5/11/2005,BreakdownCounterTrend,-450,90,750,1328,0,2332,127.8024,0,1,127.8024,1
5/11/2005,Breakup,-950,14425,900,489,1,14593,-772.1944,-772.1944,1,0,0
5/12/2005,Breakup,-600,479,850,972,1,1655,-222.288,-222.288,1,0,0
5/13/2005,Breakdown,-550,67,3950,16510,0,16678,3177.8688,0,1,3177.8688,1
5/17/2005,Breakdown,-2600,1039,450,132,1,1127,-2171.7592,-2171.7592,1,0,0
5/18/2005,Breakdown,-900,230,2250,598,1,4220,-243.5744,-721.7968,2,478.2224,1
5/18/2005,BreakdownCounterTrend,-650,1272,400,2407,1,11319,-421.8016,-421.8016,1,0,0
5/18/2005,Breakup,-1400,1706,0,0,1,2289,-821.816,-821.816,1,0,0
5/19/2005,BreakdownCounterTrend,-200,0,4300,1955,0,3059,928.0856,0,1,928.0856,1
5/19/2005,Breakdown,-1650,1268,1900,202,1,1306,-1471.876,-1471.876,1,0,0
5/19/2005,Breakup,-2300,461,450,163,1,461,-1821.9408,-1821.9408,1,0,0
5/20/2005,Breakup,-600,9143,2150,12383,0,13703,278.1488,0,1,278.1488,1
5/25/2005,Breakdown,-150,0,1600,822,0,3756,728.3224,0,1,728.3224,1
5/26/2005,Breakdown,-150,1,150,79,1,393,-21.672,-21.672,1,0,0
5/26/2005,BreakdownCounterTrend,-1050,1105,50,547,1,1541,-521.6832,-521.6832,1,0,0
5/26/2005,Breakup,-800,904,0,0,1,1031,-621.6896,-621.6896,1,0,0
5/27/2005,BreakdownCounterTrend,-1250,10753,1150,1102,1,10814,-1171.9624,-1171.9624,1,0,0
5/27/2005,Breakup,-1300,568,0,0,1,4559,-1221.968,-1221.968,1,0,0
5/30/2005,Breakup,-900,1260,1300,2396,0,2669,627.8184,0,1,627.8184,1
6/1/2005,Breakdown,-450,338,950,1110,0,1922,77.8512,0,1,77.8512,1
6/2/2005,Breakdown,-550,577,4550,12225,0,14898,3027.852,0,1,3027.852,1
6/2/2005,Breakup,-1250,2582,350,283,1,2644,-1022.2112,-1022.2112,1,0,0
6/3/2005,Breakdown,-100,58,2050,713,0,1167,877.848,0,1,877.848,1
6/3/2005,Breakup,-100,2,2250,227,0,12744,377.8256,0,1,377.8256,1
6/6/2005,BreakdownCounterTrend,-500,62,100,19,1,95,-422.1376,-422.1376,1,0,0
6/6/2005,Breakdown,-1950,1564,0,0,1,1567,-1822.0432,-1822.0432,1,0,0
6/6/2005,Breakup,-100,0,4400,11427,0,15334,2627.9064,0,1,2627.9064,1
6/7/2005,BreakdownCounterTrend,-550,361,950,2638,1,2985,-22.1264,-22.1264,1,0,0
6/7/2005,Breakdown,-750,463,400,178,1,525,-572.1176,-572.1176,1,0,0
6/8/2005,BreakdownCounterTrend,-800,532,0,0,1,693,-572.3256,-572.3256,1,0,0
6/8/2005,Breakup,-550,114,1250,1197,0,3883,677.6832,0,1,677.6832,1
6/9/2005,Breakdown,-700,225,200,508,1,727,-172.2488,-172.2488,1,0,0
6/10/2005,Breakdown,-1400,2266,500,340,1,2405,-1172.3608,-1172.3608,1,0,0
6/10/2005,Breakup,-2950,12958,400,1417,2,13804,-2044.7472,-2044.7472,2,0,0
6/13/2005,Breakdown,-700,4285,2300,1118,1,4400,-472.3448,-472.3448,1,0,0
6/14/2005,Breakdown,-2000,1446,2600,1094,2,4239,-317.0008,-1744.6704,3,1427.6696,1
6/14/2005,Breakup,-1000,1661,400,264,1,1690,-722.3008,-722.3008,1,0,0
6/15/2005,Breakdown,-2300,10521,100,41,1,10712,-1922.2928,-1922.2928,1,0,0
6/16/2005,Breakdown,-350,238,200,104,1,281,-422.1504,-422.1504,1,0,0
6/16/2005,BreakdownCounterTrend,-800,820,150,1393,1,1570,-472.1496,-472.1496,1,0,0
6/16/2005,Breakup,-1050,375,350,65,1,3116,-772.1592,-772.1592,1,0,0
6/17/2005,BreakdownCounterTrend,-350,729,1200,1051,0,4405,177.7008,0,1,177.7008,1
6/17/2005,Breakup,-1400,12082,50,24,1,12083,-1322.3184,-1322.3184,1,0,0
6/20/2005,Breakup,-1350,11063,500,282,1,11074,-1222.3296,-1222.3296,1,0,0
6/22/2005,Breakup,-1050,702,2450,11882,0,14930,1877.3232,0,1,1877.3232,1
6/23/2005,Breakdown,-1050,657,250,71,1,1165,-972.732,-972.732,1,0,0
6/24/2005,Breakup,-400,1155,700,1663,1,1902,-272.7672,-272.7672,1,0,0
6/27/2005,Breakdown,-1100,376,700,2116,1,4560,-272.684,-272.684,1,0,0
6/28/2005,Breakup,-600,788,2300,10296,0,13659,2077.24,0,1,2077.24,1
6/29/2005,Breakdown,-550,1510,1350,3249,0,4255,377.0272,0,1,377.0272,1
7/4/2005,Breakdown,-2100,4070,850,1952,2,14165,-1245.456,-1245.456,2,0,0
7/4/2005,Breakup,-1200,1230,500,12,1,1252,-1022.744,-1022.744,1,0,0
7/5/2005,BreakdownCounterTrend,-350,760,1750,12324,0,13994,627.3176,0,1,627.3176,1
7/5/2005,Breakdown,-900,631,250,93,1,1763,-872.6584,-872.6584,1,0,0
7/5/2005,Breakup,-1400,2069,0,0,1,2628,-972.7128,-972.7128,1,0,0
7/7/2005,Breakdown,-400,363,6400,2866,0,3590,5227.4584,0,1,5227.4584,1
7/8/2005,Breakdown,-2300,1005,0,0,1,3558,-2072.3368,-2072.3368,1,0,0
7/11/2005,Breakup,-150,2,1350,55,0,1358,427.3512,0,1,427.3512,1
7/12/2005,BreakdownCounterTrend,-150,0,2500,1269,0,1324,2327.3656,0,1,2327.3656,1
7/12/2005,Breakdown,-1300,11142,3050,597,1,11394,454.7088,-772.6744,2,1227.3832,1
7/12/2005,Breakup,-1050,3190,1150,2007,1,3203,-972.6744,-972.6744,1,0,0
7/13/2005,Breakup,-300,9,4900,3216,0,4396,3777.184,0,1,3777.184,1
7/14/2005,Breakdown,-600,641,2000,2920,1,4561,-273.1448,-273.1448,1,0,0
7/15/2005,Breakdown,-1950,964,100,48,1,1009,-1773.1848,-1773.1848,1,0,0
7/15/2005,Breakup,-2700,2707,1250,1060,1,4559,-1173.244,-1173.244,1,0,0
7/18/2005,BreakdownCounterTrend,-500,13202,1600,12625,1,13220,-273.2552,-273.2552,1,0,0
7/18/2005,Breakdown,-1200,2032,900,1455,1,2050,-973.244,-973.244,1,0,0
7/18/2005,Breakup,-1600,973,1250,521,1,1980,-246.552,-1223.264,2,976.712,1
7/20/2005,Breakdown,-200,0,1550,2540,1,4209,-123.3904,-123.3904,1,0,0
7/21/2005,Breakdown,-3250,3629,1800,811,2,3644,-2996.7704,-2996.7704,2,0,0
7/21/2005,Breakup,-1200,212,650,1013,1,2146,-173.4152,-173.4152,1,0,0
7/22/2005,Breakup,-300,39,3550,3487,0,4039,2726.3768,0,1,2726.3768,1
7/26/2005,BreakdownCounterTrend,-750,1316,1100,4227,1,4570,-73.66,-73.66,1,0,0
7/26/2005,Breakdown,-900,1909,400,2657,1,3000,-773.6488,-773.6488,1,0,0
7/27/2005,Breakup,-600,2423,900,565,1,2718,-373.6936,-373.6936,1,0,0
7/28/2005,BreakdownCounterTrend,0,0,1400,188,0,296,1026.284,0,1,1026.284,1
7/28/2005,Breakup,-3900,14101,800,949,1,14111,-3573.7576,-3573.7576,1,0,0
7/29/2005,Breakup,-1000,694,0,0,1,743,-923.8192,-923.8192,1,0,0
8/1/2005,Breakup,-200,16,4100,11646,0,14706,2526.0872,0,1,2526.0872,1
8/2/2005,Breakup,-350,638,5000,14424,0,17128,2975.8352,0,1,2975.8352,1
8/5/2005,Breakdown,-1200,1177,1600,2469,1,14575,-1024.0064,-1024.0064,1,0,0
8/8/2005,BreakdownCounterTrend,-1750,10041,1950,232,1,10060,-1324.12,-1324.12,1,0,0
8/8/2005,Breakdown,-1950,9924,1750,115,1,9943,-1524.1168,-1524.1168,1,0,0
8/8/2005,Breakup,-1200,581,300,96,1,2193,-924.1424,-924.1424,1,0,0
8/9/2005,Breakdown,-800,897,2750,3677,0,3694,2425.8936,0,1,2425.8936,1
8/10/2005,Breakup,-300,17,1750,1147,0,1291,1125.5912,0,1,1125.5912,1
8/11/2005,Breakup,-350,117,2450,1866,0,3012,275.376,0,1,275.376,1
8/12/2005,Breakdown,-1750,1754,50,4,1,1822,-1474.596,-1474.596,1,0,0
8/12/2005,Breakup,-550,627,2950,10997,1,13587,-24.6176,-24.6176,1,0,0
8/15/2005,BreakdownCounterTrend,-1850,1265,100,64,1,1844,-1874.5864,-1874.5864,1,0,0
8/15/2005,Breakdown,-2850,460,0,0,1,4571,-2124.5824,-2124.5824,1,0,0
8/15/2005,Breakup,-2450,314,0,0,1,549,-2024.6112,-2024.6112,1,0,0
8/16/2005,Breakdown,-2150,4188,1500,1330,1,4560,-1524.6112,-1524.6112,1,0,0
8/17/2005,Breakup,-1100,9996,3500,11818,0,14206,2775.3888,0,1,2775.3888,1
8/18/2005,Breakdown,-1250,2687,550,45,1,2728,-1074.5752,-1074.5752,1,0,0
8/22/2005,BreakdownCounterTrend,-1550,3138,1400,1462,1,3332,-1024.1248,-1024.1248,1,0,0
8/22/2005,Breakdown,-2550,1703,400,27,1,1897,-2024.1088,-2024.1088,1,0,0
8/22/2005,Breakup,-300,59,6450,4070,0,4560,5375.752,0,1,5375.752,1
8/24/2005,BreakdownCounterTrend,-1250,1282,1400,2231,0,2237,1276.2032,0,1,1276.2032,1
8/24/2005,Breakdown,-150,8,700,210,0,216,576.2144,0,1,576.2144,1
8/24/2005,Breakup,-2800,10155,600,454,1,12161,-2723.8656,-2723.8656,1,0,0
8/25/2005,Breakdown,-1950,10022,4900,13298,0,14043,2126.2248,0,1,2126.2248,1
8/26/2005,Breakup,-200,16,3850,2263,0,3465,2826.1672,0,1,2826.1672,1
8/30/2005,BreakdownCounterTrend,-2400,9945,600,219,1,10265,-1997.668,-2023.768,2,26.1,1
8/30/2005,Breakup,-150,0,4450,746,0,2552,2126.1288,0,1,2126.1288,1
8/31/2005,Breakup,-200,17,2700,1339,0,1897,2426.1624,0,1,2426.1624,1
9/1/2005,Breakup,-350,9,4200,3198,0,4190,3275.8192,0,1,3275.8192,1
9/2/2005,Breakup,-1650,1491,1150,818,1,1492,-1474.3464,-1474.3464,1,0,0
9/5/2005,BreakdownCounterTrend,-1000,10771,550,10215,1,14629,-274.3448,-274.3448,1,0,0
9/5/2005,Breakdown,-1500,558,50,2,1,4416,-774.3368,-774.3368,1,0,0
9/6/2005,Breakdown,-250,3,13100,12362,0,15908,7975.664,0,1,7975.664,1
9/7/2005,BreakdownCounterTrend,-1650,11530,1800,201,1,11734,-1148.7776,-1174.3928,2,25.6152,1
9/7/2005,Breakup,-1350,1035,0,0,1,1046,-1274.396,-1274.396,1,0,0
9/8/2005,BreakdownCounterTrend,-150,0,1600,188,0,257,825.7112,0,1,825.7112,1
9/9/2005,Breakdown,-100,0,3850,2199,0,4178,2475.8272,0,1,2475.8272,1
9/9/2005,Breakup,0,0,5650,2643,0,4562,2875.8032,0,1,2875.8032,1
9/12/2005,Breakdown,-1200,699,550,511,1,720,-1074.3256,-1074.3256,1,0,0
9/12/2005,Breakup,-2300,1328,250,110,1,1329,-2224.3488,-2224.3488,1,0,0
9/13/2005,BreakdownCounterTrend,-700,440,5350,2620,0,2653,4775.7952,0,1,4775.7952,1
9/14/2005,Breakup,-800,2338,1400,222,1,3399,-124.104,-124.104,1,0,0
9/15/2005,Breakdown,-700,3349,2550,2690,1,3350,-574.0552,-574.0552,1,0,0
9/16/2005,BreakdownCounterTrend,-500,238,600,730,1,1602,-173.9832,-173.9832,1,0,0
9/16/2005,Breakup,-200,2992,2100,74,1,2993,-123.9856,-123.9856,1,0,0
9/20/2005,Breakup,-200,1,1700,195,0,1852,1125.6792,0,1,1125.6792,1
9/21/2005,BreakdownCounterTrend,-1150,1322,4500,11910,0,14865,1375.6512,0,1,1375.6512,1
9/21/2005,Breakdown,-300,0,3800,9926,0,12881,675.6624,0,1,675.6624,1
9/21/2005,Breakup,-1300,595,0,0,1,606,-1174.3944,-1174.3944,1,0,0
9/22/2005,BreakdownCounterTrend,-900,1887,350,16,1,1892,-824.24,-824.24,1,0,0
9/22/2005,Breakdown,-1650,1290,950,171,2,2158,-1248.4576,-1248.4576,2,0,0
9/22/2005,Breakup,-850,1152,950,2473,1,11665,-774.2456,-774.2456,1,0,0
9/26/2005,Breakup,-400,25,4400,413,0,1551,3075.6192,0,1,3075.6192,1
9/27/2005,BreakdownCounterTrend,-600,788,5000,13767,0,14300,3725.6088,0,1,3725.6088,1
9/27/2005,Breakdown,-1250,1263,3500,2563,0,3096,2225.6328,0,1,2225.6328,1
9/28/2005,BreakdownCounterTrend,-1350,2157,1450,465,2,2659,-798.7992,-798.7992,2,0,0
9/28/2005,Breakup,-3000,1777,1800,13612,1,15714,-1748.8016,-1824.4,2,75.5984,1
9/29/2005,Breakup,-1100,1120,800,226,1,2065,-274.7768,-274.7768,1,0,0
9/30/2005,Breakup,-1650,1031,100,600,1,1680,-1224.8,-1224.8,1,0,0
10/3/2005,Breakdown,-750,244,1700,738,1,2728,-224.7136,-224.7136,1,0,0
10/3/2005,BreakdownCounterTrend,-700,10793,700,1935,1,10814,-624.7376,-624.7376,1,0,0
10/3/2005,Breakup,-200,3711,2550,525,0,3851,475.2752,0,1,475.2752,1
10/4/2005,BreakdownCounterTrend,-550,176,400,688,1,1817,-124.7904,-124.7904,1,0,0
10/4/2005,Breakup,0,0,3350,103,0,2876,925.2216,0,1,925.2216,1
10/5/2005,Breakdown,-500,25,1250,96,0,589,575.7248,0,1,575.7248,1
10/6/2005,Breakdown,-950,157,3750,3126,0,4559,2476.2176,0,1,2476.2176,1
10/7/2005,BreakdownCounterTrend,-450,2576,3000,941,0,4505,626.2456,0,1,626.2456,1
10/10/2005,BreakdownCounterTrend,-1100,1236,250,27,1,1253,-973.844,-973.844,1,0,0
10/10/2005,Breakdown,-1850,4550,2000,950,2,5829,-1447.6592,-1447.6592,2,0,0
10/12/2005,BreakdownCounterTrend,0,0,9300,893,0,2851,7126.5192,0,1,7126.5192,1
10/13/2005,Breakup,-2300,1843,300,230,1,2783,-1773.3816,-1773.3816,1,0,0
10/14/2005,Breakup,-4350,3663,800,473,1,10891,-4023.2016,-4023.2016,1,0,0
10/17/2005,Breakup,-850,184,150,60,1,199,-773.2552,-773.2552,1,0,0
10/18/2005,Breakdown,-450,95,2000,2552,0,15354,76.6496,0,1,76.6496,1
10/19/2005,Breakdown,-1600,2712,650,928,1,2856,-1572.9496,-1572.9496,1,0,0
10/20/2005,Breakdown,-400,295,400,55,1,1109,-23.0752,-23.0752,1,0,0
10/20/2005,BreakdownCounterTrend,-1450,1145,2400,1014,1,12399,-246.2784,-873.1496,2,626.8712,1
10/21/2005,BreakdownCounterTrend,-1800,337,0,0,1,341,-1723.1536,-1723.1536,1,0,0
10/21/2005,Breakup,-2800,4391,3850,11833,1,15328,753.7424,-1123.1568,2,1876.8992,1
10/25/2005,Breakdown,-1000,477,150,828,1,1829,-323.0816,-323.0816,1,0,0
10/28/2005,BreakdownCounterTrend,-500,38,0,0,1,91,-422.6864,-422.6864,1,0,0
10/28/2005,Breakup,-450,137,900,1141,1,3354,-272.6904,-272.6904,1,0,0
10/31/2005,Breakup,-700,222,250,83,1,739,-222.952,-222.952,1,0,0
11/1/2005,Breakdown,-2000,1685,0,0,1,1838,-1023.176,-1023.176,1,0,0
11/1/2005,Breakup,-150,0,2250,1016,0,1023,2026.772,0,1,2026.772,1
11/2/2005,BreakdownCounterTrend,-2050,2615,650,132,1,3990,-1623.2384,-1623.2384,1,0,0
11/2/2005,Breakup,-2000,11862,2150,2745,1,11922,-1673.2296,-1673.2296,1,0,0
11/3/2005,Breakdown,-1250,1306,4350,3169,0,3756,3126.7592,0,1,3126.7592,1
11/4/2005,Breakdown,-950,10625,1250,1839,1,13427,-473.188,-473.188,1,0,0
11/7/2005,BreakdownCounterTrend,-1700,11530,1150,203,1,11569,-1522.904,-1522.904,1,0,0
11/7/2005,Breakdown,-1700,11530,1150,203,1,11569,-1522.904,-1522.904,1,0,0
11/8/2005,Breakdown,-2750,854,3000,3134,1,3839,-845.792,-2072.908,2,1227.116,1
11/9/2005,Breakdown,-1100,3357,750,2196,1,3360,-1023.3088,-1023.3088,1,0,0
11/10/2005,Breakup,-300,18,850,140,0,402,26.6632,0,1,26.6632,1
11/11/2005,Breakdown,-1150,10507,250,9914,1,10533,-1023.5872,-1023.5872,1,0,0
11/11/2005,Breakup,-1650,1716,150,8,1,1718,-1573.5864,-1573.5864,1,0,0
11/14/2005,BreakdownCounterTrend,-500,123,10500,11156,0,13728,7476.624,0,1,7476.624,1
11/14/2005,Breakup,-1100,540,150,180,1,556,-823.512,-823.512,1,0,0
11/15/2005,Breakup,-3950,584,300,8,1,585,-3873.3448,-3873.3448,1,0,0
11/16/2005,Breakdown,-1000,766,1450,365,1,2261,-923.3264,-923.3264,1,0,0
11/17/2005,Breakup,-2100,574,0,0,1,1011,-1423.3808,-1423.3808,1,0,0
11/18/2005,Breakdown,-4400,5459,1050,2134,3,5916,-3871.3392,-3871.3392,3,0,0
11/18/2005,Breakup,-1100,548,250,20,1,579,-1223.776,-1223.776,1,0,0
11/21/2005,Breakdown,-1150,12195,4200,11121,0,15554,2326.268,0,1,2326.268,1
11/22/2005,Breakdown,-750,730,1600,9960,1,11780,-273.6568,-273.6568,1,0,0
11/23/2005,Breakup,-1100,1012,5200,11362,0,15620,4025.9816,0,1,4025.9816,1
11/24/2005,BreakdownCounterTrend,-2250,2389,1450,103,1,4560,-874.0584,-874.0584,1,0,0
11/25/2005,Breakup,-850,3581,1650,2025,1,3808,-474.1,-474.1,1,0,0
11/28/2005,Breakdown,-1350,746,0,0,1,754,-1274.18,-1274.18,1,0,0
11/28/2005,Breakup,-750,259,100,729,1,1421,-674.2152,-674.2152,1,0,0
11/29/2005,BreakdownCounterTrend,-600,239,1550,12037,1,13912,-424.0656,-424.0656,1,0,0
11/29/2005,Breakdown,-1450,1959,600,86,1,1961,-1374.0504,-1374.0504,1,0,0
11/29/2005,Breakup,-550,188,0,0,1,783,-474.0728,-474.0728,1,0,0
12/1/2005,BreakdownCounterTrend,-1600,1612,550,903,1,1639,-1273.9112,-1273.9112,1,0,0
12/1/2005,Breakup,-1150,1002,8800,10548,1,16001,6802.0536,-823.9056,2,7625.9592,1
12/2/2005,Breakdown,-2800,71,0,0,1,3405,-2124.3552,-2124.3552,1,0,0
12/2/2005,Breakup,-5250,1981,100,4,1,9633,-2824.4192,-2824.4192,1,0,0
12/5/2005,Breakup,-650,729,400,63,1,730,-824.3664,-824.3664,1,0,0
12/6/2005,BreakdownCounterTrend,-100,0,6750,2374,0,4499,6425.8376,0,1,6425.8376,1
12/6/2005,Breakdown,-200,1,0,0,1,10,-224.056,-224.056,1,0,0
12/7/2005,Breakdown,-1800,2299,1900,1190,1,2301,-1724.0688,-1724.0688,1,0,0
12/7/2005,Breakup,-250,46,7250,803,0,2123,5175.832,0,1,5175.832,1
12/9/2005,Breakdown,-100,4,2150,318,0,788,1126.1192,0,1,1126.1192,1
12/9/2005,BreakdownCounterTrend,-1900,2800,3750,1804,1,3585,-597.7832,-1673.9032,2,1076.12,1
12/9/2005,Breakup,-700,399,3100,9596,0,12750,926.0696,0,1,926.0696,1
12/12/2005,BreakdownCounterTrend,-1500,685,50,11,1,689,-1474.0776,-1474.0776,1,0,0
12/12/2005,Breakdown,-3300,1074,50,88,2,1103,-2948.0032,-2948.0032,2,0,0
12/12/2005,Breakup,-1450,247,3400,11548,0,14539,925.9544,0,1,925.9544,1
12/13/2005,Breakup,-800,1433,2200,168,1,2013,-523.9456,-523.9456,1,0,0
12/14/2005,Breakdown,-2750,1465,1700,60,1,1470,-2623.872,-2623.872,1,0,0
12/14/2005,Breakup,-700,203,2900,345,0,675,826.0344,0,1,826.0344,1
12/15/2005,Breakdown,-1350,3809,2000,12126,1,12960,-224.1328,-224.1328,1,0,0
12/15/2005,Breakup,-800,472,50,29,1,881,-824.1504,-824.1504,1,0,0
12/16/2005,Breakdown,-450,19,3000,609,0,12697,175.9584,0,1,175.9584,1
12/19/2005,BreakdownCounterTrend,-150,0,300,24,1,59,-74.3576,-74.3576,1,0,0
12/19/2005,Breakup,-200,7,5250,13100,0,17585,3725.7048,0,1,3725.7048,1
12/20/2005,Breakup,-1750,3768,800,2012,1,3774,-1674.3448,-1674.3448,1,0,0
12/21/2005,Breakdown,-750,873,1850,1248,0,13976,475.5568,0,1,475.5568,1
12/22/2005,BreakdownCounterTrend,-550,653,2600,3625,1,11000,-474.4024,-474.4024,1,0,0
12/22/2005,Breakdown,-2750,1199,0,0,1,1200,-2574.3672,-2574.3672,1,0,0
12/22/2005,Breakup,-1100,82,0,0,1,96,-1024.4,-1024.4,1,0,0
12/23/2005,Breakdown,-1550,9926,250,94,2,13275,-748.7632,-748.7632,2,0,0
12/29/2005,Breakdown,-3000,1700,6950,2393,2,4134,2277.1208,-2348.6576,3,4625.7784,1
12/29/2005,BreakdownCounterTrend,-900,1993,0,0,1,2086,-724.3232,-724.3232,1,0,0
12/29/2005,Breakup,-2100,1161,900,52,1,1164,-2024.3072,-2024.3072,1,0,0
12/30/2005,Breakdown,-500,462,3650,1686,0,4560,1026.18,0,1,1026.18,1
